상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA010120220800005687,부동산드림공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.8237101001033E+018,1,대지,330,3,인천광역시 부평구 부평동 330-3,282372008007,인천광역시 부평구 경원대로,1345,,2.8237101001033E+024,,인천광역시 부평구 경원대로 1345,403819,21389,,,,126.718564110634,37.4913203477554
MA010120220800081270,레드철판,,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010738E+018,1,대지,738,21,인천광역시 부평구 부평동 738-21,282373154004,인천광역시 부평구 광장로,16,,2.82371010010224E+024,본건물,인천광역시 부평구 광장로 16,403825,21404,,1,,126.72335370452,37.4895656909419
MA010120220800084524,낫노멀커피,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010251E+018,1,대지,251,8,인천광역시 부평구 부평동 251-8,282374262028,인천광역시 부평구 경원대로1367번길,43,1,2.82371010010251E+024,,인천광역시 부평구 경원대로1367번길 43-1,403819,21389,,,,126.720512522441,37.4934153035979
MA010120220800087300,디저트39부평,중앙점,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010182E+018,1,대지,182,8,인천광역시 부평구 부평동 182-8,282372008007,인천광역시 부평구 경원대로,1420,,2.82371010010182E+024,,인천광역시 부평구 경원대로 1420,403819,21404,,1,,126.726684158962,37.4909970304324
MA010120220800139857,전기종올디자인케이스,,G2,소매,G208,가전·통신 소매,G20802,핸드폰 소매업,G47312,통신기기 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010738E+018,1,대지,738,21,인천광역시 부평구 부평동 738-21,282373154004,인천광역시 부평구 광장로,16,,2.82371010010224E+024,부평민자역사,인천광역시 부평구 광장로 16,403825,21404,,2,,126.72335370452,37.4895656909419
MA010120220800162627,에리카네일샵,부평점,S2,수리·개인,S207,이용·미용,S20703,네일숍,S96119,기타 미용업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010738E+018,1,대지,738,21,인천광역시 부평구 부평동 738-21,282373154004,인천광역시 부평구 광장로,16,,2.82371010010224E+024,부평민자역사,인천광역시 부평구 광장로 16,403825,21404,,1,,126.72335370452,37.4895656909419
MA010120220800177329,I-ZONE,,G2,소매,G218,장식품 소매,G21802,기념품점,G47842,기념품; 관광 민예품 및 장식용품 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010451E+018,1,대지,451,105,인천광역시 부평구 부평동 451-105,282372008008,인천광역시 부평구 부평대로,121,,2.82371010010451E+024,,인천광역시 부평구 부평대로 121,403819,21379,,,,126.721112758363,37.5022916081542
MA010120220800203281,한성정보통신,,S2,수리·개인,S201,컴퓨터 수리,S20101,컴퓨터/노트북/프린터 수리업,S95110,컴퓨터 및 주변 기기 수리업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010539E+018,1,대지,539,2,인천광역시 부평구 부평동 539-2,282373154050,인천광역시 부평구 장제로,45,,2.82371010010539E+024,부평현대더로프트,인천광역시 부평구 장제로 45,403859,21404,,2,,126.728600338429,37.489559839947
MA010120220800230914,엘,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010798E+018,1,대지,798,4,인천광역시 부평구 부평동 798-4,282374262361,인천광역시 부평구 부평대로165번길,10,,2.82371010010798E+024,그랑시티,인천광역시 부평구 부평대로165번길 10,403825,21364,,1,,126.720251123331,37.5058935815834
MA010120220800233350,흄부평모다점,,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47414,셔츠 및 블라우스 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.8237101001007E+018,1,대지,70,127,인천광역시 부평구 부평동 70-127,282373154027,인천광역시 부평구 부평문화로,35,,2.8237101001007E+024,모다아울렛,인천광역시 부평구 부평문화로 35,403713,21387,,6,,126.719573500624,37.4935392189769
MA010120220800260254,수림FNC,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010738E+018,1,대지,738,21,인천광역시 부평구 부평동 738-21,282373154004,인천광역시 부평구 광장로,16,,2.82371010010224E+024,특,인천광역시 부평구 광장로 16,403825,21404,,1,,126.72335370452,37.4895656909419
MA010120220800298447,아이모델안경원,,G2,소매,G216,안경·정밀기기 소매,G21602,안경렌즈 소매업,G47822,안경 및 렌즈 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010542E+018,1,대지,542,47,인천광역시 부평구 부평동 542-47,282373154027,인천광역시 부평구 부평문화로,45,,2.82371010010542E+024,,인천광역시 부평구 부평문화로 45,403859,21388,,,,126.721290051084,37.4941469539502
MA010120220800297425,지.이패밀리,,G2,소매,G209,섬유·의복·신발 소매,G20901,남성 의류 소매업,G47411,남자용 겉옷 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.8237101001007E+018,1,대지,70,127,인천광역시 부평구 부평동 70-127,282373154027,인천광역시 부평구 부평문화로,35,,2.8237101001007E+024,레노마셔츠모다부평점,인천광역시 부평구 부평문화로 35,403713,21387,,4,,126.719573500624,37.4935392189769
MA010120220800295478,오즈,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010534E+018,1,대지,534,73,인천광역시 부평구 부평동 534-73,282374262025,인천광역시 부평구 경원대로1354번길,11,,2.82371010010534E+024,,인천광역시 부평구 경원대로1354번길 11,403859,21404,,3,,126.719550694331,37.4905658499371
MA010120220800301054,봄필라테스,,P1,교육,P106,기타 교육,P10603,요가/필라테스 학원,P85612,기타 스포츠 교육기관,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010185E+018,1,대지,185,8,인천광역시 부평구 부평동 185-8,282372008007,인천광역시 부평구 경원대로,1404,,2.82371010010185E+024,그랑프리빌딩,인천광역시 부평구 경원대로 1404,403819,21404,,,,126.725044773305,37.4909391661219
MA010120220800322818,한가람전자,,G2,소매,G208,가전·통신 소매,G20803,가전제품 소매업,G47320,가전제품 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010451E+018,1,대지,451,88,인천광역시 부평구 부평동 451-88,282372008008,인천광역시 부평구 부평대로,131,,2.82371010010451E+024,,인천광역시 부평구 부평대로 131,403819,21379,,1,,126.721302100658,37.5030759275622
MA010120220800332705,부평수선,,S2,수리·개인,S206,기타 가정용품 수리,S20601,의류/이불 수선업,S95391,의복 및 기타 가정용 직물제품 수리업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010529E+018,1,대지,529,79,인천광역시 부평구 부평동 529-79,282372008008,인천광역시 부평구 부평대로,69,,2.82371010010529E+024,호,인천광역시 부평구 부평대로 69,403825,21388,,1,,126.72206865221,37.4976446836903
MA010120220800391844,유명금헤어,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.8237101001007E+018,1,대지,70,5,인천광역시 부평구 부평동 70-5,282373154027,인천광역시 부평구 부평문화로,37,,2.8237101001007E+024,동아1차,인천광역시 부평구 부평문화로 37,403761,21387,,2,,126.719078857319,37.4927631800744
MA010120220800453408,바비네일,,S2,수리·개인,S207,이용·미용,S20703,네일숍,S96119,기타 미용업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010738E+018,1,대지,738,21,인천광역시 부평구 부평동 738-21,282373154004,인천광역시 부평구 광장로,16,,2.82371010010224E+024,부평민자역사,인천광역시 부평구 광장로 16,403825,21404,,2,,126.72335370452,37.4895656909419
MA010120220800518817,옐라에이,,G2,소매,G205,식료품 소매,G20509,반찬/식료품 소매업,G47219,기타 식료품 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010341E+018,1,대지,341,91,인천광역시 부평구 부평동 341-91,282374262024,인천광역시 부평구 경원대로1347번길,28,,2.82371010010341E+024,,인천광역시 부평구 경원대로1347번길 28,403819,21389,,1,,126.719612105973,37.4922869145119
MA010120220800526502,가마골,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010738E+018,1,대지,738,21,인천광역시 부평구 부평동 738-21,282373154004,인천광역시 부평구 광장로,16,,2.82371010010224E+024,,인천광역시 부평구 광장로 16,403825,21404,,,,126.72335370452,37.4895656909419
MA010120220800538432,에스콰이어,,G2,소매,G209,섬유·의복·신발 소매,G20910,신발 소매업,G47430,신발 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.8237101001007E+018,1,대지,70,127,인천광역시 부평구 부평동 70-127,282373154027,인천광역시 부평구 부평문화로,35,,2.8237101001007E+024,모다백화점,인천광역시 부평구 부평문화로 35,403713,21387,,1,,126.719573500624,37.4935392189769
MA010120220800604763,리오단,,G2,소매,G205,식료품 소매,G20508,건강보조식품 소매업,G47217,건강 보조식품 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010549E+018,1,대지,549,36,인천광역시 부평구 부평동 549-36,282372008008,인천광역시 부평구 부평대로,9,,2.82371010010549E+024,문화드림빌,인천광역시 부평구 부평대로 9,403825,21389,,4,,126.722575414108,37.4921046993499
MA010120220800605160,닉스,,G2,소매,G209,섬유·의복·신발 소매,G20901,남성 의류 소매업,G47411,남자용 겉옷 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.8237101001007E+018,1,대지,70,127,인천광역시 부평구 부평동 70-127,282373154027,인천광역시 부평구 부평문화로,35,,2.8237101001007E+024,모다아울렛부평점,인천광역시 부평구 부평문화로 35,403713,21387,,5,,126.719573500624,37.4935392189769
MA010120220800636007,빅스마일,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010341E+018,1,대지,341,189,인천광역시 부평구 부평동 341-189,282373154027,인천광역시 부평구 부평문화로,28,,2.82371010010341E+024,신영빌딩,인천광역시 부평구 부평문화로 28,403819,21389,,1,,126.720039039538,37.4930267506374
MA010120220800664810,유네일,,S2,수리·개인,S207,이용·미용,S20703,네일숍,S96119,기타 미용업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010185E+018,1,대지,185,161,인천광역시 부평구 부평동 185-161,282374262093,인천광역시 부평구 광장로24번길,21,,2.82371010010185E+024,일부호,인천광역시 부평구 광장로24번길 21,403819,21404,,1,,126.725567784563,37.4901565079527
MA010120220800676091,진갈비,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010529E+018,1,대지,529,170,인천광역시 부평구 부평동 529-170,282374262381,인천광역시 부평구 부평대로71번길,10,5,2.82371010010529E+024,,인천광역시 부평구 부평대로71번길 10-5,403825,21388,,1,,126.721433838154,37.4980576501646
MA010120220800760296,미래쉬,,S2,수리·개인,S207,이용·미용,S20702,피부 관리실,S96113,피부 미용업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010534E+018,1,대지,534,48,인천광역시 부평구 부평동 534-48,282372008007,인천광역시 부평구 경원대로,1366,,2.82371010010534E+024,스테이션타워,인천광역시 부평구 경원대로 1366,403859,21404,,2,,126.720577956431,37.491027796427
MA010120220800766786,국제커리어센터인천부평,,N1,시설관리·임대,N104,고용 알선,N10401,고용 알선업,N75110,고용 알선업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010549E+018,1,대지,549,47,인천광역시 부평구 부평동 549-47,282374262030,인천광역시 부평구 경원대로1377번길,4,,2.82371010010549E+024,스타빌딩,인천광역시 부평구 경원대로1377번길 4,403825,21389,,3,,126.722125011153,37.4915900682069
MA010120220800856418,조명마켓,,G2,소매,G212,기타 생활용품 소매,G21201,전기용품/조명장치 소매업,G47591,전기용품 및 조명장치 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010464E+018,1,대지,464,6,인천광역시 부평구 부평동 464-6,282372008008,인천광역시 부평구 부평대로,103,1,2.82371010010464E+024,,인천광역시 부평구 부평대로 103-1,403819,21379,,1,,126.721649975626,37.5007611699375
MA010120220800830501,앤클라인,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.8237101001007E+018,1,대지,70,127,인천광역시 부평구 부평동 70-127,282373154027,인천광역시 부평구 부평문화로,35,,2.8237101001007E+024,모다백화점,인천광역시 부평구 부평문화로 35,403713,21387,,3,,126.719573500624,37.4935392189769
MA010120220800892515,엘엑스링스골프모다부평,,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47419,기타 의복 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.8237101001007E+018,1,대지,70,127,인천광역시 부평구 부평동 70-127,282373154027,인천광역시 부평구 부평문화로,35,,2.8237101001007E+024,모다아울렛부평점,인천광역시 부평구 부평문화로 35,403713,21387,,5,,126.719573500624,37.4935392189769
MA010120220800966308,제이제이헤어,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010464E+018,1,대지,464,14,인천광역시 부평구 부평동 464-14,282372008008,인천광역시 부평구 부평대로,101,,2.82371010010464E+024,,인천광역시 부평구 부평대로 101,403819,21379,,2,,126.721617119203,37.5004727714736
MA010120220800940741,굿맘할매순대국,부평역점,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010185E+018,1,대지,185,21,인천광역시 부평구 부평동 185-21,282373154004,인천광역시 부평구 광장로,32,1,2.82371010010185E+024,,인천광역시 부평구 광장로 32-1,403819,21404,,1,,126.724614924238,37.4909832151774
MA010120220800924911,정든,,G2,소매,G208,가전·통신 소매,G20802,핸드폰 소매업,G47312,통신기기 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010546E+018,1,대지,546,69,인천광역시 부평구 부평동 546-69,282373154027,인천광역시 부평구 부평문화로,48,,2.82371010010546E+024,KT,인천광역시 부평구 부평문화로 48,403859,21389,,1,,126.721404670052,37.4937327623399
MA010120220800911245,에프디,,M1,과학·기술,M109,기술 서비스,M10999,기타 엔지니어링 서비스업,M72129,기타 엔지니어링 서비스업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010549E+018,1,대지,549,36,인천광역시 부평구 부평동 549-36,282372008008,인천광역시 부평구 부평대로,9,,2.82371010010549E+024,문화드림빌,인천광역시 부평구 부평대로 9,403825,21389,,6,,126.722575414108,37.4921046993499
MA010120220800912897,크라운호프부평,구청점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010045E+018,1,대지,45,4,인천광역시 부평구 부평동 45-4,282372008008,인천광역시 부평구 부평대로,151,,2.82371010010045E+024,프리미엄팰리스,인천광역시 부평구 부평대로 151,403818,21366,,1,,126.721012663081,37.5048772497967
MA010120220801081675,법무사오문범사무소,,M1,과학·기술,M103,법무관련 ,M10303,법무사,M71103,법무사업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010451E+018,1,대지,451,95,인천광역시 부평구 부평동 451-95,282372008008,인천광역시 부평구 부평대로,123,1,2.82371010010451E+024,,인천광역시 부평구 부평대로 123-1,403819,21379,,2,,126.721360689623,37.5025264539986
MA010120220801093690,옛고을쭈꾸미랑모밀,,I2,음식,I201,한식,I20112,해산물 구이/찜,I56111,한식 일반 음식점업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010546E+018,1,대지,546,93,인천광역시 부평구 부평동 546-93,282373154027,인천광역시 부평구 부평문화로,46,,2.82371010010546E+024,,인천광역시 부평구 부평문화로 46,403859,21389,,1,,126.721178579383,37.4937142088695
MA010120220801092147,부평고기집,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010546E+018,1,대지,546,31,인천광역시 부평구 부평동 546-31,282374262028,인천광역시 부평구 경원대로1367번길,26,13,2.82371010010546E+024,,인천광역시 부평구 경원대로1367번길 26-13,403859,21389,,1,,126.721657489306,37.4926431429634
MA010120220801094084,김성민모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010341E+018,1,대지,341,28,인천광역시 부평구 부평동 341-28,282374262027,인천광역시 부평구 경원대로1363번길,8,1,2.82371010010341E+024,,인천광역시 부평구 경원대로1363번길 8-1,403819,21389,,,,126.720598087851,37.4916945874743
MA010120220801090833,코끼리식당,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010738E+018,1,대지,738,21,인천광역시 부평구 부평동 738-21,282373154004,인천광역시 부평구 광장로,16,,2.82371010010224E+024,부평민자역사,인천광역시 부평구 광장로 16,403825,21404,,1,,126.72335370452,37.4895656909419
MA010120220801176196,낙원떡방아간,,I2,음식,I210,기타 간이,I21002,떡/한과,C10711,떡류 제조업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010542E+018,1,대지,542,42,인천광역시 부평구 부평동 542-42,282373154027,인천광역시 부평구 부평문화로,47,,2.82371010010542E+024,,인천광역시 부평구 부평문화로 47,403859,21388,,,,126.721459703728,37.4941383440279
MA010120220801166602,그린양행,,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47419,기타 의복 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010185E+018,1,대지,185,41,인천광역시 부평구 부평동 185-41,282372008007,인천광역시 부평구 경원대로,1414,,2.82371010010185E+024,,인천광역시 부평구 경원대로 1414,403819,21404,,1,,126.726062182013,37.4910136099742
MA010120220801172192,중앙전기,,S2,수리·개인,S206,기타 가정용품 수리,S20699,그 외 기타 개인/가정용품 수리업,S95399,그 외 기타 개인 및 가정용품 수리업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010062E+018,1,대지,62,22,인천광역시 부평구 부평동 62-22,282373154073,인천광역시 부평구 원적로,481,1,2.82371010010062E+024,,인천광역시 부평구 원적로 481-1,403818,21365,,,,126.720090627405,37.5034424743038
MA010120220801178248,카키,,G2,소매,G209,섬유·의복·신발 소매,G20910,신발 소매업,G47430,신발 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010738E+018,1,대지,738,21,인천광역시 부평구 부평동 738-21,282373154004,인천광역시 부평구 광장로,16,,2.82371010010224E+024,민자역사,인천광역시 부평구 광장로 16,403825,21404,,2,,126.72335370452,37.4895656909419
MA010120220801153697,캔모아,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010261E+018,1,대지,261,32,인천광역시 부평구 부평동 261-32,282374262024,인천광역시 부평구 경원대로1347번길,57,,2.82371010010261E+024,,인천광역시 부평구 경원대로1347번길 57,403819,21389,,3,,126.720387934729,37.4934690690481
MA010120220801169359,손톱쟁이.발톱쟁이,,S2,수리·개인,S207,이용·미용,S20703,네일숍,S96119,기타 미용업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010185E+018,1,대지,185,8,인천광역시 부평구 부평동 185-8,282372008007,인천광역시 부평구 경원대로,1404,,2.82371010010185E+024,,인천광역시 부평구 경원대로 1404,403819,21404,,9,,126.725044773305,37.4909391661219
MA010120220801169394,버섯칼국수,,I2,음식,I201,한식,I20105,국수/칼국수,I56112,한식 면 요리 전문점,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010542E+018,1,대지,542,73,인천광역시 부평구 부평동 542-73,282374262406,인천광역시 부평구 부평문화로39번길,6,,2.82371010010542E+024,,인천광역시 부평구 부평문화로39번길 6,403859,21388,,,,126.720814379537,37.4943440517211
MA010120220801169402,수피아나,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010954E+018,1,대지,954,,인천광역시 부평구 부평동 954,282372008008,인천광역시 부평구 부평대로,153,,2.82371010010047E+024,부평구청역대명벨리온,인천광역시 부평구 부평대로 153,403011,21366,,,,126.720695659653,37.5049666009408
MA010120220801172345,부평공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010542E+018,1,대지,542,21,인천광역시 부평구 부평동 542-21,282373154027,인천광역시 부평구 부평문화로,51,1,2.82371010010542E+024,,인천광역시 부평구 부평문화로 51-1,403859,21388,,,,126.721968327434,37.4942026124366
MA010120220801173738,마망,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.8237101001007E+018,1,대지,70,125,인천광역시 부평구 부평동 70-125,282373000066,인천광역시 부평구 부흥로,246,,2.8237101001007E+024,동아2차,인천광역시 부평구 부흥로 246,403818,21387,,,,126.718577310005,37.4968435348621
MA010120220801158612,종로유학원주,,P1,교육,P107,교육 지원,P10799,기타 교육지원 서비스업,P85709,기타 교육지원 서비스업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010534E+018,1,대지,534,1,인천광역시 부평구 부평동 534-1,282373154004,인천광역시 부평구 광장로,4,,2.82371010010534E+024,,인천광역시 부평구 광장로 4,403740,21404,,,,126.722534116411,37.4910414168795
MA010120220801165355,길스티카,,M1,과학·기술,M114,인쇄·제품제작,M11401,명함/간판/광고물 제작,C18111,경 인쇄업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010179E+018,1,대지,179,17,인천광역시 부평구 부평동 179-17,282373154050,인천광역시 부평구 장제로,53,,2.82371010010179E+024,,인천광역시 부평구 장제로 53,403819,21404,,,,126.729333002184,37.4902012343344
MA010120220801166797,한강열쇠,,G2,소매,G210,철물·건설자재 소매,G21001,철물/공구 소매업,G47511,철물 및 난방용구 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010451E+018,1,대지,451,94,인천광역시 부평구 부평동 451-94,282372008008,인천광역시 부평구 부평대로,125,,2.82371010010451E+024,,인천광역시 부평구 부평대로 125,403819,21379,,,,126.72136045524,37.5025895236522
MA010120220801172360,골드보석,,G2,소매,G217,시계·귀금속 소매,G21701,시계/귀금속 소매업,G47830,시계 및 귀금속 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010549E+018,1,대지,549,42,인천광역시 부평구 부평동 549-42,282372008007,인천광역시 부평구 경원대로,1385,,2.82371010010549E+024,대용빌딩,인천광역시 부평구 경원대로 1385,403825,21389,,,,126.722622277292,37.4916633171321
MA010120220801173781,명동칼국수,,I2,음식,I201,한식,I20105,국수/칼국수,I56112,한식 면 요리 전문점,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010549E+018,1,대지,549,17,인천광역시 부평구 부평동 549-17,282373154027,인천광역시 부평구 부평문화로,54,,2.82371010010549E+024,,인천광역시 부평구 부평문화로 54,403825,21389,,,,126.72228651817,37.4937798888431
MA010120220801176456,두콩,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.8237101001007E+018,1,대지,70,98,인천광역시 부평구 부평동 70-98,282373000066,인천광역시 부평구 부흥로,249,12,2.8237101001007E+024,,인천광역시 부평구 부흥로 249-12,403818,21378,,1,,126.719596802104,37.4994048093008
MA010120220801176512,비앤비,,G2,소매,G209,섬유·의복·신발 소매,G20911,가방 소매업,G47440,가방 및 기타 가죽제품 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010738E+018,1,대지,738,21,인천광역시 부평구 부평동 738-21,282373154004,인천광역시 부평구 광장로,16,,2.82371010010224E+024,,인천광역시 부평구 광장로 16,403825,21404,,2,,126.72335370452,37.4895656909419
MA010120220801168422,부평구신문종합총괄센터,,M1,과학·기술,M105,광고,M10501,광고 대행업,G47992,계약배달 판매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010341E+018,1,대지,341,172,인천광역시 부평구 부평동 341-172,282374262024,인천광역시 부평구 경원대로1347번길,9,,2.82371010010341E+024,,인천광역시 부평구 경원대로1347번길 9,403819,21389,,1,,126.718924668201,37.4916635878679
MA010120220801169547,칠성스티카,,M1,과학·기술,M114,인쇄·제품제작,M11401,명함/간판/광고물 제작,C18111,경 인쇄업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010179E+018,1,대지,179,9,인천광역시 부평구 부평동 179-9,282372008007,인천광역시 부평구 경원대로,1432,,2.82371010010179E+024,,인천광역시 부평구 경원대로 1432,403819,21404,,,,126.728120633035,37.4908832142894
MA010120220801165523,류송종합광고인쇄,,M1,과학·기술,M114,인쇄·제품제작,M11401,명함/간판/광고물 제작,C18111,경 인쇄업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010064E+018,1,대지,64,8,인천광역시 부평구 부평동 64-8,282373154073,인천광역시 부평구 원적로,473,,2.82371010010064E+024,서쪽방향우측가칭,인천광역시 부평구 원적로 473,403818,21365,,,,126.719230813486,37.5035215240593
MA010120220801168484,세리본헤어,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010546E+018,1,대지,546,24,인천광역시 부평구 부평동 546-24,282374262030,인천광역시 부평구 경원대로1377번길,35,,2.82371010010546E+024,전부,인천광역시 부평구 경원대로1377번길 35,403859,21389,,2,,126.722120071013,37.4929235433008
