상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA010120220802918028,파크랜드프렐린,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.8237101001007E+018,1,대지,70,127,인천광역시 부평구 부평동 70-127,282373154027,인천광역시 부평구 부평문화로,35,,2.8237101001007E+024,모다아울렛부평점,인천광역시 부평구 부평문화로 35,403713,21387,,3,,126.719573500624,37.4935392189769
MA010120220802911010,백암장수순대,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010549E+018,1,대지,549,42,인천광역시 부평구 부평동 549-42,282372008007,인천광역시 부평구 경원대로,1385,,2.82371010010549E+024,일부,인천광역시 부평구 경원대로 1385,403825,21389,,1,,126.722622277292,37.4916633171321
MA010120220802859790,크로커다일,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.8237101001007E+018,1,대지,70,127,인천광역시 부평구 부평동 70-127,282373154027,인천광역시 부평구 부평문화로,35,,2.8237101001007E+024,모다부평점,인천광역시 부평구 부평문화로 35,403713,21387,,3,,126.719573500624,37.4935392189769
MA010120220802834045,든든한한끼,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010738E+018,1,대지,738,21,인천광역시 부평구 부평동 738-21,282373154004,인천광역시 부평구 광장로,16,,2.82371010010224E+024,부평민자역사,인천광역시 부평구 광장로 16,403825,21404,,1,,126.72335370452,37.4895656909419
MA010120220802953049,루시,,G2,소매,G217,시계·귀금속 소매,G21701,시계/귀금속 소매업,G47830,시계 및 귀금속 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010549E+018,1,대지,549,42,인천광역시 부평구 부평동 549-42,282372008007,인천광역시 부평구 경원대로,1385,,2.82371010010549E+024,,인천광역시 부평구 경원대로 1385,403825,21389,,,,126.722622277292,37.4916633171321
MA010120220802998985,황금곱창,부평점,I2,음식,I201,한식,I20109,곱창 전골/구이,I56211,일반 유흥 주점업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010529E+018,1,대지,529,11,인천광역시 부평구 부평동 529-11,282374262424,인천광역시 부평구 부흥로267번길,2,,2.82371010010529E+024,,인천광역시 부평구 부흥로267번길 2,403825,21379,,1,,126.721600522643,37.4988509262485
MA010120220803006741,리니드,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010738E+018,1,대지,738,21,인천광역시 부평구 부평동 738-21,282373154004,인천광역시 부평구 광장로,16,,2.82371010010224E+024,부평민자역사,인천광역시 부평구 광장로 16,403825,21404,,2,,126.72335370452,37.4895656909419
MA010120220802989612,루이까스텔모다,부평점,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47419,기타 의복 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.8237101001007E+018,1,대지,70,127,인천광역시 부평구 부평동 70-127,282373154027,인천광역시 부평구 부평문화로,35,,2.8237101001007E+024,모다아울렛,인천광역시 부평구 부평문화로 35,403713,21387,,5,,126.719573500624,37.4935392189769
MA010120220802987486,마이블리,,S2,수리·개인,S207,이용·미용,S20703,네일숍,S96119,기타 미용업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010539E+018,1,대지,539,2,인천광역시 부평구 부평동 539-2,282373154050,인천광역시 부평구 장제로,45,,2.82371010010539E+024,부평현대더로프트,인천광역시 부평구 장제로 45,403859,21404,,1,,126.728917071977,37.4895245269216
MA010120220802941880,엘스부띠끄,,S2,수리·개인,S207,이용·미용,S20702,피부 관리실,S96113,피부 미용업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010045E+018,1,대지,45,4,인천광역시 부평구 부평동 45-4,282372008008,인천광역시 부평구 부평대로,151,,2.82371010010045E+024,프리미엄팰리스,인천광역시 부평구 부평대로 151,403818,21366,,2,,126.721012663081,37.5048772497967
MA010120220802930703,에이서서비스센터,,S2,수리·개인,S201,컴퓨터 수리,S20101,컴퓨터/노트북/프린터 수리업,S95110,컴퓨터 및 주변 기기 수리업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010064E+018,1,대지,64,24,인천광역시 부평구 부평동 64-24,282374262614,인천광역시 부평구 원적로472번길,2,,2.82371010010064E+024,창신빌딩,인천광역시 부평구 원적로472번길 2,403818,21378,,4,,126.718666731778,37.5031507708524
MA010120220803078141,임마누엘,,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47416,가죽 및 모피 의복 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010534E+018,1,대지,534,1,인천광역시 부평구 부평동 534-1,282373154004,인천광역시 부평구 광장로,4,,2.82371010010534E+024,부평역,인천광역시 부평구 광장로 4,403740,21404,,,,126.722534116411,37.4910414168795
MA010120220803071569,헤어비홀더,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010542E+018,1,대지,542,65,인천광역시 부평구 부평동 542-65,282374262378,인천광역시 부평구 부평대로51번길,14,,2.82371010010542E+024,,인천광역시 부평구 부평대로51번길 14,403859,21388,,2,,126.721701524467,37.4960130024563
MA010120220803076675,위더스포토,,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73303,사진 처리업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010954E+018,1,대지,954,,인천광역시 부평구 부평동 954,282372008008,인천광역시 부평구 부평대로,153,,2.82371010010047E+024,부평구청역대명벨리온,인천광역시 부평구 부평대로 153,403011,21366,,,,126.720695659653,37.5049666009408
MA010120220803078513,아이디네트워크,,G2,소매,G216,안경·정밀기기 소매,G21601,사무기기 소매업,G47821,사무용 기기 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010341E+018,1,대지,341,94,인천광역시 부평구 부평동 341-94,282374262024,인천광역시 부평구 경원대로1347번길,22,,2.82371010010341E+024,,인천광역시 부평구 경원대로1347번길 22,403819,21389,,1,,126.71936431499,37.4920250348541
MA010120220803012562,공을기,,I2,음식,I202,중식,I20201,중국집,I56121,중식 음식점업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010529E+018,1,대지,529,99,인천광역시 부평구 부평동 529-99,282374262379,인천광역시 부평구 부평대로63번길,10,4,2.82371010010529E+024,,인천광역시 부평구 부평대로63번길 10-4,403825,21388,,,,126.721832678191,37.4972386766028
MA010120220803027444,프렌즈스크린,부평점,R1,예술·스포츠,R103,스포츠 서비스,R10311,골프 연습장,R91136,골프 연습장 운영업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010529E+018,1,대지,529,40,인천광역시 부평구 부평동 529-40,282373000066,인천광역시 부평구 부흥로,264,,2.82371010010529E+024,동아웰빙타운,인천광역시 부평구 부흥로 264,403825,21388,,,,126.721059651077,37.498327068302
MA010120220803141745,로이스헤어,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010341E+018,1,대지,341,12,인천광역시 부평구 부평동 341-12,282374262028,인천광역시 부평구 경원대로1367번길,15,,2.82371010010341E+024,,인천광역시 부평구 경원대로1367번길 15,403819,21389,,,,126.720686971543,37.4921182697934
MA010120220803122674,부평국제행정사사무소,,N1,시설관리·임대,N105,여행사·보조,N10501,여행사,N75210,여행사업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010451E+018,1,대지,451,94,인천광역시 부평구 부평동 451-94,282372008008,인천광역시 부평구 부평대로,125,,2.82371010010451E+024,,인천광역시 부평구 부평대로 125,403819,21379,,2,,126.72136045524,37.5025895236522
MA010120220803155323,삼성건재상사,,G2,소매,G210,철물·건설자재 소매,G21003,건설/건축자재 소매업,G47519,페인트; 창호 및 기타 건설자재 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010056E+018,1,대지,56,10,인천광역시 부평구 부평동 56-10,282374262613,인천광역시 부평구 원적로471번길,36,,2.82371010010056E+024,,인천광역시 부평구 원적로471번길 36,403818,21365,,,,126.71990486452,37.5047304678279
MA010120220803163627,와글와글,,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010064E+018,1,대지,64,20,인천광역시 부평구 부평동 64-20,282373154025,인천광역시 부평구 부영로,196,,2.82371010010064E+024,대림1차,인천광역시 부평구 부영로 196,403763,21378,,,,126.718125782226,37.5026449197081
MA010120220803093331,벨라인비,,S2,수리·개인,S207,이용·미용,S20703,네일숍,S96119,기타 미용업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010539E+018,1,대지,539,2,인천광역시 부평구 부평동 539-2,282373154050,인천광역시 부평구 장제로,45,,2.82371010010539E+024,부평현대더로프트,인천광역시 부평구 장제로 45,403859,21404,,1,,126.728917071977,37.4895245269216
MA010120220803223593,꼬무리네맛집,,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010738E+018,1,대지,738,21,인천광역시 부평구 부평동 738-21,282373154004,인천광역시 부평구 광장로,16,,2.82371010010224E+024,부평민자역사,인천광역시 부평구 광장로 16,403825,21404,,1,,126.72335370452,37.4895656909419
MA010120220803224238,네일짙게바르고,,S2,수리·개인,S207,이용·미용,S20703,네일숍,S96119,기타 미용업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010529E+018,1,대지,529,79,인천광역시 부평구 부평동 529-79,282372008008,인천광역시 부평구 부평대로,69,,2.82371010010529E+024,,인천광역시 부평구 부평대로 69,403825,21388,,1,,126.72206865221,37.4976446836903
MA010120220803201755,크레송모다백화점,부평점,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.8237101001007E+018,1,대지,70,127,인천광역시 부평구 부평동 70-127,282373154027,인천광역시 부평구 부평문화로,35,,2.8237101001007E+024,모다백화점,인천광역시 부평구 부평문화로 35,403713,21387,,3,,126.719573500624,37.4935392189769
MA010120220803232446,부평아가방,모다아울렛,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47414,셔츠 및 블라우스 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.8237101001007E+018,1,대지,70,127,인천광역시 부평구 부평동 70-127,282373154027,인천광역시 부평구 부평문화로,35,,2.8237101001007E+024,모다아울렛,인천광역시 부평구 부평문화로 35,403713,21387,,6,,126.719573500624,37.4935392189769
MA010120220803246171,지에스25부평역사,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010738E+018,1,대지,738,21,인천광역시 부평구 부평동 738-21,282373154004,인천광역시 부평구 광장로,16,,2.82371010010224E+024,부평민자역사,인천광역시 부평구 광장로 16,403825,21404,,1,,126.72335370452,37.4895656909419
MA010120220803236586,부평,데일리,G2,소매,G209,섬유·의복·신발 소매,G20903,유아용 의류 소매업,G47417,유아용 의류 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010738E+018,1,대지,738,21,인천광역시 부평구 부평동 738-21,282373154004,인천광역시 부평구 광장로,16,,2.82371010010224E+024,부평민자역사,인천광역시 부평구 광장로 16,403825,21404,,2,,126.72335370452,37.4895656909419
MA010120220803171282,즐거운마트,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47121,슈퍼마켓,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010799E+018,1,대지,799,,인천광역시 부평구 부평동 799,282374262138,인천광역시 부평구 길주로494번길,59,,2.82371010010799E+024,,인천광역시 부평구 길주로494번길 59,403825,21364,,,,126.716929639539,37.5049396162824
MA010120220803187029,용진그린,,N1,시설관리·임대,N102,청소·방제,N10201,건축물 일반 청소업,N74211,건축물 일반 청소업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010534E+018,1,대지,534,92,인천광역시 부평구 부평동 534-92,282372008007,인천광역시 부평구 경원대로,1346,,2.82371010010534E+024,아뜨리에,인천광역시 부평구 경원대로 1346,403859,21404,,1,,126.718441216042,37.4909236128928
MA010120220803294147,코튼베이직,,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47414,셔츠 및 블라우스 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010738E+018,1,대지,738,21,인천광역시 부평구 부평동 738-21,282373154004,인천광역시 부평구 광장로,16,,2.82371010010224E+024,제,인천광역시 부평구 광장로 16,403825,21404,,2,,126.72335370452,37.4895656909419
MA010120220803298130,엠버케이크,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010341E+018,1,대지,341,173,인천광역시 부평구 부평동 341-173,282373154027,인천광역시 부평구 부평문화로,14,,2.82371010010341E+024,일부,인천광역시 부평구 부평문화로 14,403819,21389,,,,126.719116053375,37.4918892941847
MA010120220803294934,미니스커트,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010738E+018,1,대지,738,21,인천광역시 부평구 부평동 738-21,282373154004,인천광역시 부평구 광장로,16,,2.82371010010224E+024,부평민자역사,인천광역시 부평구 광장로 16,403825,21404,,2,,126.72335370452,37.4895656909419
MA010120220803292338,1703호,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010534E+018,1,대지,534,3,인천광역시 부평구 부평동 534-3,282374262095,인천광역시 부평구 광장로4번길,14,,2.82371010010534E+024,더시티뷰부평,인천광역시 부평구 광장로4번길 14,403859,21404,,17,,126.722014673625,37.4908509847871
MA010120220803286360,HC행정사사무소,,M1,과학·기술,M103,법무관련 ,M10306,행정사,M71109,기타 법무관련 서비스업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010341E+018,1,대지,341,173,인천광역시 부평구 부평동 341-173,282373154027,인천광역시 부평구 부평문화로,14,,2.82371010010341E+024,,인천광역시 부평구 부평문화로 14,403819,21389,,2,,126.719116053375,37.4918892941847
MA010120220803318616,초원양꼬치,,I2,음식,I202,중식,I20201,중국집,I56121,중식 음식점업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010546E+018,1,대지,546,110,인천광역시 부평구 부평동 546-110,282373154027,인천광역시 부평구 부평문화로,42,,2.82371010010546E+024,,인천광역시 부평구 부평문화로 42,403859,21389,,2,,126.720918330517,37.493758644579
MA010120220803311346,헤라,,P1,교육,P106,기타 교육,P10605,레크리에이션 교육기관,P85613,레크리에이션 교육기관,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010549E+018,1,대지,549,39,인천광역시 부평구 부평동 549-39,282372008008,인천광역시 부평구 부평대로,3,,2.82371010010549E+024,,인천광역시 부평구 부평대로 3,403825,21389,,2,,126.722723412619,37.4918347454186
MA010120220803326366,병천토속순대,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010529E+018,1,대지,529,40,인천광역시 부평구 부평동 529-40,282373000066,인천광역시 부평구 부흥로,264,,2.82371010010529E+024,동아웰빙타운,인천광역시 부평구 부흥로 264,403825,21388,,,,126.721059651077,37.498327068302
MA010120220803307592,술한모금,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010185E+018,1,대지,185,8,인천광역시 부평구 부평동 185-8,282372008007,인천광역시 부평구 경원대로,1404,,2.82371010010185E+024,그랑프리,인천광역시 부평구 경원대로 1404,403819,21404,,,,126.725044773305,37.4909391661219
MA010120220803251718,파트너학생복,,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47419,기타 의복 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010341E+018,1,대지,341,160,인천광역시 부평구 부평동 341-160,282372008007,인천광역시 부평구 경원대로,1355,,2.82371010010341E+024,성우빌딩,인천광역시 부평구 경원대로 1355,403819,21389,,2,,126.719468442436,37.4913945789601
MA010120220803254693,세이삔삐야,,I2,음식,I205,동남아시아,I20501,베트남식 전문,I56129,기타 외국식 음식점업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010534E+018,1,대지,534,91,인천광역시 부평구 부평동 534-91,282372008007,인천광역시 부평구 경원대로,1344,,2.82371010010534E+024,,인천광역시 부평구 경원대로 1344,403859,21404,,,,126.718260195212,37.4909502114799
MA010120220803387763,기타 의류 소매업,,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47419,기타 의복 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010341E+018,1,대지,341,171,인천광역시 부평구 부평동 341-171,282374262024,인천광역시 부평구 경원대로1347번길,5,,2.82371010010341E+024,,인천광역시 부평구 경원대로1347번길 5,403819,21389,,,,126.71882344048,37.4915191862569
MA010120220803356989,인천글로벌서울안과,,Q1,보건의료,Q102,의원,Q10205,안과 의원,Q86201,일반의원,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010534E+018,1,대지,534,48,인천광역시 부평구 부평동 534-48,282372008007,인천광역시 부평구 경원대로,1366,,2.82371010010534E+024,스테이션타워,인천광역시 부평구 경원대로 1366,403859,21404,,9,,126.720577956431,37.491027796427
MA010120220803365961,살맛나는온누리약국,,G2,소매,G215,의약·화장품 소매,G21501,약국,G47811,의약품 및 의료용품 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010543E+018,1,대지,543,41,인천광역시 부평구 부평동 543-41,282372008008,인천광역시 부평구 부평대로,33,,2.82371010010543E+024,창성빌딩,인천광역시 부평구 부평대로 33,403859,21388,,1,,126.722510442562,37.4943840878771
MA010120220803342576,부평지하맞이방편의점자판기3대포함,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010738E+018,1,대지,738,21,인천광역시 부평구 부평동 738-21,282373154004,인천광역시 부평구 광장로,16,,2.82371010010224E+024,,인천광역시 부평구 광장로 16,403825,21404,,,,126.72335370452,37.4895656909419
MA010120220803337903,이쪽술집,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010534E+018,1,대지,534,39,인천광역시 부평구 부평동 534-39,282374262095,인천광역시 부평구 광장로4번길,29,,2.82371010010534E+024,신영빌딩,인천광역시 부평구 광장로4번길 29,403859,21404,,2,,126.721076758449,37.4906865933157
MA010120220803466047,기타센터,,S2,수리·개인,S205,가전제품 수리,S20501,가전제품 수리업,S95393,시계; 귀금속 및 악기 수리업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010549E+018,1,대지,549,39,인천광역시 부평구 부평동 549-39,282372008008,인천광역시 부평구 부평대로,3,,2.82371010010549E+024,,인천광역시 부평구 부평대로 3,403825,21389,,,,126.722723412619,37.4918347454186
MA010120220803443609,뽀까뽀까쭈꾸미,,I2,음식,I201,한식,I20112,해산물 구이/찜,I56111,한식 일반 음식점업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010059E+018,1,대지,59,15,인천광역시 부평구 부평동 59-15,282374262613,인천광역시 부평구 원적로471번길,5,,2.82371010010059E+024,,인천광역시 부평구 원적로471번길 5,403818,21365,,1,,126.718924954191,37.5036559471019
MA010120220803442781,세븐일레븐인천부평시장역점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010529E+018,1,대지,529,35,인천광역시 부평구 부평동 529-35,282373000066,인천광역시 부평구 부흥로,265,,2.82371010010529E+024,우림빌딩,인천광역시 부평구 부흥로 265,403825,21379,,,,126.721181934917,37.4988949892138
MA010120220803444635,에그브레이크,,I2,음식,I210,기타 간이,I21003,피자,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010543E+018,1,대지,543,66,인천광역시 부평구 부평동 543-66,282372008008,인천광역시 부평구 부평대로,39,5,2.82371010010543E+024,,인천광역시 부평구 부평대로 39-5,403859,21388,,,,126.722169267264,37.494905868432
MA010120220803512299,밤비네일,,S2,수리·개인,S207,이용·미용,S20703,네일숍,S96119,기타 미용업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010738E+018,1,대지,738,21,인천광역시 부평구 부평동 738-21,282373154004,인천광역시 부평구 광장로,16,,2.82371010010224E+024,부평민자역사,인천광역시 부평구 광장로 16,403825,21404,,2,,126.72335370452,37.4895656909419
MA010120220803555096,비니요술,,G2,소매,G209,섬유·의복·신발 소매,G20901,남성 의류 소매업,G47411,남자용 겉옷 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010954E+018,1,대지,954,,인천광역시 부평구 부평동 954,282372008008,인천광역시 부평구 부평대로,153,,2.82371010010047E+024,부평구청역대명벨리온,인천광역시 부평구 부평대로 153,403011,21366,,,,126.720695659653,37.5049666009408
MA010120220803541607,경동아이앤드피인테리어페인트,,M1,과학·기술,M112,전문 디자인,M11201,인테리어 디자인업,F42209,기타 건물 관련설비 설치 공사업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010061E+018,1,대지,61,7,인천광역시 부평구 부평동 61-7,282374262360,인천광역시 부평구 부평대로159번길,37,,2.82371010010061E+024,미올하버뷰,인천광역시 부평구 부평대로159번길 37,403818,21366,,,,126.720619312918,37.5042095781928
MA010120220803596788,한솔노래연습장,,R1,예술·스포츠,R104,유원지·오락,R10407,노래방,R91223,노래 연습장 운영업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010064E+018,1,대지,64,15,인천광역시 부평구 부평동 64-15,282374262613,인천광역시 부평구 원적로471번길,4,,2.82371010010064E+024,,인천광역시 부평구 원적로471번길 4,403818,21365,,,,126.719117281113,37.5036383845159
MA010120220803528835,루시스타,,G2,소매,G209,섬유·의복·신발 소매,G20907,액세서리/잡화 소매업,G47422,의복 액세서리 및 모조 장신구 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010534E+018,1,대지,534,1,인천광역시 부평구 부평동 534-1,282373154004,인천광역시 부평구 광장로,4,,2.82371010010534E+024,부평역,인천광역시 부평구 광장로 4,403740,21404,,,,126.722534116411,37.4910414168795
MA010120220803676893,플로르래쉬,,S2,수리·개인,S207,이용·미용,S20702,피부 관리실,S96113,피부 미용업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010539E+018,1,대지,539,2,인천광역시 부평구 부평동 539-2,282373154050,인천광역시 부평구 장제로,45,,2.82371010010539E+024,부평현대더로프트,인천광역시 부평구 장제로 45,403859,21404,,1,,126.72689205652,37.4897991746758
MA010120220803673070,알레르망,부평점,G2,소매,G209,섬유·의복·신발 소매,G20906,침구류/커튼 소매업,G47421,가정용 직물제품 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010464E+018,1,대지,464,40,인천광역시 부평구 부평동 464-40,282372008008,인천광역시 부평구 부평대로,105,,2.82371010010464E+024,티케이리즈빌,인천광역시 부평구 부평대로 105,403819,21379,,1,,126.721547525964,37.5009411291355
MA010120220803674588,바우막국수,,I2,음식,I201,한식,I20105,국수/칼국수,I56112,한식 면 요리 전문점,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010543E+018,1,대지,543,87,인천광역시 부평구 부평동 543-87,282374262407,인천광역시 부평구 부평문화로53번길,26,,2.82371010010543E+024,꿈나무빌,인천광역시 부평구 부평문화로53번길 26,403859,21388,,,,126.722088808758,37.4952570707865
MA010120220803706319,필그림셀프사진관,,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,S96999,그 외 기타 달리 분류되지 않은 개인 서비스업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010546E+018,1,대지,546,87,인천광역시 부평구 부평동 546-87,282374262030,인천광역시 부평구 경원대로1377번길,51,7,2.82371010010546E+024,,인천광역시 부평구 경원대로1377번길 51-7,403859,21389,,,,126.721699276791,37.4935712759391
MA010120220803698492,에꼴리에,,G2,소매,G209,섬유·의복·신발 소매,G20903,유아용 의류 소매업,G47417,유아용 의류 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.8237101001007E+018,1,대지,70,127,인천광역시 부평구 부평동 70-127,282373154027,인천광역시 부평구 부평문화로,35,,2.8237101001007E+024,모다아울렛부평점,인천광역시 부평구 부평문화로 35,403713,21387,,6,,126.719573500624,37.4935392189769
MA010120220803630613,붙임머리아지트,,G2,소매,G212,기타 생활용품 소매,G21202,주방/가정용품 소매업,G47422,의복 액세서리 및 모조 장신구 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010182E+018,1,대지,182,8,인천광역시 부평구 부평동 182-8,282372008007,인천광역시 부평구 경원대로,1420,,2.82371010010182E+024,,인천광역시 부평구 경원대로 1420,403819,21404,,2,,126.726684158962,37.4909970304324
MA010120220803631039,훈호,,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47419,기타 의복 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.8237101001007E+018,1,대지,70,127,인천광역시 부평구 부평동 70-127,282373154027,인천광역시 부평구 부평문화로,35,,2.8237101001007E+024,지오지아모다백화점,인천광역시 부평구 부평문화로 35,403713,21387,,4,,126.719573500624,37.4935392189769
MA010120220803767701,대호모피,,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47416,가죽 및 모피 의복 소매업,28,인천광역시,28237,부평구,28237510,부평1동,2823710100,부평동,2.82371010010546E+018,1,대지,546,46,인천광역시 부평구 부평동 546-46,282374262030,인천광역시 부평구 경원대로1377번길,29,3,2.82371010010546E+024,,인천광역시 부평구 경원대로1377번길 29-3,403859,21389,,2,,126.722087583248,37.4925360349616
